date	TPR	TNR	FPR	FNR	ACC	PREC	F1
2014-12	0.7323	0.9966	0.0034	0.2677	0.9703	0.9601	0.8308
2015-01	0.7594	0.9975	0.0025	0.2406	0.9744	0.9706	0.8521
2015-02	0.8921	0.9960	0.0040	0.1079	0.9859	0.9598	0.9247
2015-03	0.8471	0.9982	0.0018	0.1529	0.9838	0.9803	0.9089
2015-04	0.9058	0.9964	0.0036	0.0942	0.9879	0.9636	0.9338
2015-05	0.8716	0.9967	0.0033	0.1284	0.9854	0.9627	0.9149
2015-06	0.7834	0.9978	0.0022	0.2166	0.9780	0.9728	0.8679
2015-07	0.8029	0.9956	0.0044	0.1971	0.9766	0.9527	0.8714
2015-08	0.7810	0.9979	0.0021	0.2190	0.9765	0.9755	0.8675
2015-09	0.6867	0.9955	0.0045	0.3133	0.9655	0.9430	0.7947
2015-10	0.6842	0.9960	0.0040	0.3158	0.9661	0.9475	0.7946
2015-11	0.8053	0.9967	0.0033	0.1947	0.9779	0.9632	0.8772
2015-12	0.8462	0.9969	0.0031	0.1538	0.9823	0.9667	0.9024
2016-01	0.8372	0.9978	0.0022	0.1628	0.9836	0.9733	0.9001
2016-02	0.9032	0.9946	0.0054	0.0968	0.9866	0.9423	0.9224
2016-03	0.8786	0.9958	0.0042	0.1214	0.9851	0.9544	0.9149
2016-04	0.8056	0.9920	0.0080	0.1944	0.9756	0.9062	0.8529
2016-05	0.8679	0.9933	0.0067	0.1321	0.9813	0.9324	0.8990
2016-06	0.8923	0.9935	0.0065	0.1077	0.9835	0.9380	0.9146
2016-07	0.8295	0.9929	0.0071	0.1705	0.9771	0.9258	0.8750
2016-08	0.8652	0.9929	0.0071	0.1348	0.9801	0.9307	0.8968
2016-09	0.8032	0.9949	0.0051	0.1968	0.9758	0.9451	0.8684
2016-10	0.9045	0.9942	0.0058	0.0955	0.9853	0.9448	0.9242
2016-11	0.6727	0.9957	0.0043	0.3273	0.9636	0.9447	0.7858
2016-12	0.7590	0.9972	0.0028	0.2410	0.9740	0.9668	0.8504
2017-01	0.8750	0.9903	0.0097	0.1250	0.9795	0.9032	0.8889
2017-02	0.9022	0.9956	0.0044	0.0978	0.9865	0.9568	0.9287
2017-03	0.7952	0.9902	0.0098	0.2048	0.9722	0.8919	0.8408
2017-04	0.6903	0.9880	0.0120	0.3097	0.9638	0.8359	0.7562
2017-05	0.7778	0.9983	0.0017	0.2222	0.9810	0.9747	0.8652
2017-06	0.6991	0.9984	0.0016	0.3009	0.9743	0.9753	0.8144
2017-07	0.8128	0.9935	0.0065	0.1872	0.9754	0.9325	0.8686
2017-08	0.9426	0.9922	0.0078	0.0574	0.9873	0.9300	0.9362
2017-09	0.9108	0.9919	0.0081	0.0892	0.9847	0.9167	0.9137
2017-10	0.8733	0.9970	0.0030	0.1267	0.9876	0.9602	0.9147
2017-11	0.8696	0.9899	0.0101	0.1304	0.9787	0.8989	0.8840
2017-12	0.9440	0.9818	0.0182	0.0560	0.9785	0.8310	0.8839
2018-01	0.8562	0.9958	0.0042	0.1438	0.9842	0.9493	0.9003
2018-02	0.8759	0.9945	0.0055	0.1241	0.9849	0.9338	0.9039
2018-03	0.9197	0.9958	0.0042	0.0803	0.9914	0.9299	0.9248
2018-04	0.8861	0.9940	0.0060	0.1139	0.9838	0.9396	0.9121
2018-05	0.9050	0.9937	0.0063	0.0950	0.9851	0.9399	0.9221
2018-06	0.8138	0.9982	0.0018	0.1862	0.9805	0.9798	0.8891
2018-07	0.8176	0.9973	0.0027	0.1824	0.9797	0.9708	0.8877
2018-08	0.8797	0.9944	0.0056	0.1203	0.9833	0.9446	0.9110
2018-09	0.7096	0.9929	0.0071	0.2904	0.9667	0.9104	0.7975
2018-10	0.6187	0.9958	0.0042	0.3813	0.9585	0.9414	0.7466
2018-11	0.7178	0.9948	0.0052	0.2822	0.9682	0.9364	0.8126
2018-12	0.7358	0.9970	0.0030	0.2642	0.9744	0.9595	0.8328
