date	Correct	Wrong	Benign	Mal	New_fam_cnt	New_fam	Unique_fam
2017-11	383	17	317	83	3	miner,spynote,mobtool	gappusin,benign,cynos,sprovider,miner,ewind,smsreg,guerrilla,adwo,linux,execdownload,spynote,wapron,infosteal,styricka,unknown,secapk,tencentprotect,rooter,smspay,hiddad,clicks,adware,dnotua,mobtool,fakeapp,yoga,shedun,mobidash
2017-12	373	27	280	120	4	lockerpin,darop,egame,ocikq	benign,hqwar,smsreg,secapk,gappusin,smssend,skymobi,ewind,execdownload,lezok,adware,spyware,spynote,wapron,egame,loki,virus,infosteal,autoins,mobidash,packed,tool,youmi,triada,hiddad,systemmonitor,dnotua,ocikq,styricka,rooter,smspay,darop,miner,lockerpin
2018-01	377	23	255	145	1	itracker	benign,smspay,adware,smssend,smsreg,faketoken,wapron,packed,execdownload,commplat,autoins,smsspy,tool,hiddad,triada,itracker,lockscreen,clicks,youmi,syringe,styricka,tencentprotect,secapk,lezok,yoga,miner,mobidash
2018-02	390	10	292	108	1	hoverwatch	adware,hqwar,benign,smspay,smsreg,smssend,execdownload,syringe,windows,styricka,wapron,youmi,smsbot,infosteal,unknown,dowgin,packed,admogo,domob,rootnik,hiddad,dnotua,triada,hoverwatch,yoga,cynos,smsspy,tencentprotect,secapk,clicks,ewind,gappusin,shedun
2018-03	380	20	242	158	0		benign,tool,smsreg,smssend,wapron,execdownload,adware,admogo,gappusin,smspay,hypay,syringe,unknown,autoins,yoga,cyfin,packed,apptrack,hiddad,boogr,rooter,mobidash,smskey,hiddenapp,dowgin,tencentprotect,youmi
2018-04	375	25	243	157	0		smsreg,benign,hiddad,adware,packed,secapk,execdownload,wapron,lezok,gappusin,smspay,piom,autoins,dowgin,hypay,mobidash,clicks
2018-05	380	20	244	156	3	blacklister,clientor,adlock	adware,smssend,benign,execdownload,smspay,smsreg,qumi,triada,dingwe,infosteal,dnotua,blacklister,adlock,packed,hypay,hiddenads,clientor,secapk,windows,hiddad,mobidash
2018-06	383	17	159	241	11	robtes,mytrackp,xgen,metasploit,belesak	umpay,benign,smforw,mobtes,smssend,fakeinst,infosteal,hqwar,robtes,belesak,unknown,execdownload,clicks,smsreg,ramnit,server,spyware,adware,exploit,packed,dowgin,airpush,wapron,triada,smsbot,smsagent,droidkungfu,cynos,boqx,smsthief,shedun,autoins,piom,xgen,boogr,metasploit,tool,callpay,smsspy,smspay,dnotua,hiddenapp,svpeng,lockscreen,phonespy,zdtad,opfake,hasad,mytrackp,hypay
2018-07	384	16	240	160	2	elite,trojandrop	benign,youmi,igexin,unknown,adware,svpeng,smsreg,fakeinst,secapk,gamclk,dnotua,wapron,kyview,elite,syringe,smspay,skymobi,execdownload,piom,small,metasploit,dowgin,kuguo,lockscreen,leadbolt,wooboo,hypay,hidden,airpush,ransomware,slocker,ewind,autoins,opfake,axent,mytrackp,tekwon,smskey,trojandrop
2018-08	387	13	315	85	1	jswebinject	smsreg,benign,hiddad,adware,jswebinject,infosteal,guerrilla,execdownload,dnotua,dowgin,secneo,youmi,shedun
2018-09	367	33	241	159	2	mixi	smspay,dnotua,smsreg,smsspy,benign,guerrilla,execdownload,packed,mixi,hiddad,virus,wapron,unknown,ewind,tool,vpsdrop,adware,gamclk,piom,cyfin,kyview,hiddapp,triada,youmi,linux,clicks
2018-10	357	43	165	235	0		smspay,dnotua,virus,benign,smsspy,execdownload,packed,umpay,tool,unknown,mixi,gamclk,wapron,smsreg,piom,cyfin,windows,tencentprotect,gappusin,kyview
2018-11	379	21	323	77	3	xiny,trackplus,feiwo	benign,dowgin,adware,styricka,dnotua,smsreg,virus,unknown,gamclk,wapron,gappusin,youmi,infosteal,piom,cyfin,xiny,fakeapp,kyview,feiwo,execdownload,clicks,packed,hiddad,triada,trackplus
