date	Correct	Wrong	Benign	Mal	New_fam_cnt	New_fam	Unique_fam
2014-05	381	19	152	248	8	gabas,aiplay,simpatchy,rootnik,leech,droidwatcher,kingroot,battpatch	skymobi,benign,smsreg,qysly,smssend,youmi,secapk,kuguo,adware,clicks,leadbolt,infosteal,airpush,gappusin,battpatch,exploit,smsthief,pandaad,leech,fakeangry,igexin,opfake,fakeinst,dowgin,unknown,spyware,systemmonitor,kyview,mmarketpay,smsagent,rootnik,domob,netspoof,mseg,cimsci,droidwatcher,gabas,jsmshider,kingroot,simpatchy,aiplay
2014-06	375	25	183	217	4	joye,kimia,alycunis,commplat	benign,smsreg,adware,airpush,mseg,youmi,alycunis,fakeinst,kuguo,smssend,infosteal,kyview,commplat,domob,skymobi,dowgin,gidix,joye,smforw,smsagent,dianle,execdownload,wroba,exploit,umpay,kimia,rootnik,smsspy,gappusin,sms,igexin,leadbolt,adwo,systemmonitor,opfake,fakeangry,goldentouch,androrat,minimob,aiplay,dianjin,mogap,adflex,secapk,packed,unknown
2014-07	373	27	198	202	2	zdtad,simplocker	skymobi,smssend,airpush,smsreg,feejar,benign,dowgin,admogo,infosteal,packed,youmi,adware,adwo,systemmonitor,wroba,rooter,kyview,appoffer,smsagent,kimia,fakeinst,jsmshider,gappusin,minimob,domob,kingroot,unknown,fengvi,leadbolt,cimsci,exploit,igexin,tekwon,odpa,umpay,gidix,sms,mseg,gepew,zdtad,simplocker
2014-08	369	31	216	184	9	krysanec,finspy,winkad,apptrack,torec,gamecheater	smssend,benign,adware,feejar,opfake,smsreg,gappusin,skymobi,infosteal,youmi,pandaad,dowgin,airpush,fengvi,finspy,commplat,qysly,boqx,fakeinst,smsagent,sms,secapk,krysanec,winkad,admogo,systemmonitor,exploit,packed,spyware,joye,zitmo,cynos,cimsci,kingroot,domob,igexin,apptrack,gamecheater,gidix,tekwon,mogap,zdtad,torec,adwo,minimob
2014-09	385	15	172	228	8	hyspu,adend,smscmd,cnzz,nqshield,xinyinhe	smsreg,smssend,windows,benign,adware,smscmd,feejar,skymobi,admogo,xinyinhe,dowgin,unknown,hyspu,domob,infosteal,airpush,kuguo,opfake,smsagent,secapk,smsthief,gappusin,youmi,kyview,adend,exploit,fakeinst,zdtad,tekwon,adwo,nandrobox,smsspy,mmarketpay,sms,systemmonitor,execdownload,nqshield,smskey,cimsci,fakeangry,smforw,qysly,minimob,fobus,gamecheater,gidix,rooter,helir,cnzz,packed,umpay
2014-10	382	18	152	248	12	fakebank,trackphone	smsreg,execdownload,smssend,kuguo,feejar,cova,tekwon,admogo,benign,adware,minimob,xinyinhe,youmi,kyview,gappusin,skymobi,exploit,dowgin,fakeinst,airpush,smsthief,smforw,secapk,trackphone,hipposms,rooter,nqshield,zdtad,adwo,netspoof,mseg,smsagent,infosteal,domob,cimsci,systemmonitor,packed,wroba,fakebank,spyware,fobus,clicks,opfake
2014-11	383	17	173	227	5	smslink,linux,dalik	smssend,benign,adware,smscmd,kuguo,smsreg,airpush,dowgin,mogap,xinyinhe,admogo,nqshield,skymobi,gappusin,execdownload,youmi,systemmonitor,exploit,fakeinst,clicks,domob,smforw,zdtad,wroba,infosteal,mseg,smslink,kingroot,dalik,torec,packed,feejar,minimob,adwo,cimsci,linux,spyware,fakebank,opfake,fobus,smskey,secapk
2014-12	389	11	131	269	8	virus,smsbot,vmvol,mgyun,spyagent	smssend,airpush,benign,skymobi,smsreg,adware,minimob,smsagent,domob,youmi,mogap,qysly,vmvol,mgyun,dowgin,uupay,kuguo,appoffer,fakeinst,unknown,nqshield,secapk,packed,execdownload,smsspy,gappusin,adwo,smsbot,zdtad,sms,wroba,infosteal,virus,systemmonitor,spyagent,spyware,exploit,cynos,fobus,umpay,cnzz,rooter,opfake,anti
2015-01	389	11	141	259	13	moplus,mobidash,smspay,kemoge,gorpo,mobtes	kemoge,gappusin,benign,smsreg,smssend,adware,dowgin,mobidash,airpush,kuguo,execdownload,skymobi,mgyun,youmi,adwo,gorpo,commplat,admogo,goldentouch,linux,exploit,packed,zdtad,unknown,smsagent,hyspu,domob,joye,systemmonitor,xinyinhe,nqshield,oveead,mobtes,moplus,wroba,fakebank,feejar,rooter,torec,smspay,qysly,cimsci,umpay,kyview,alycunis,sms,secapk
2015-02	378	22	118	282	3	mobisec,triada,vnapstore	benign,youmi,smsreg,airpush,mobisec,mogap,smssend,skymobi,gappusin,admogo,adware,adwo,execdownload,apptrack,dowgin,douwan,windows,exploit,appoffer,unknown,secapk,kuguo,zdtad,opfake,smspay,domob,updtkiller,systemmonitor,smforw,triada,nqshield,fakeinst,vnapstore,feejar,torec,infosteal,joye,cimsci,dianjin,smscmd,packed,moplus,tekwon
2015-03	380	20	143	257	11	vitan,fogod,drosel,tediss,cooee,qumi,autoins,dingwe,anydown,ramnit	gappusin,packed,adware,benign,admogo,smsreg,secapk,smssend,koomer,domob,mogap,systemmonitor,skymobi,apptrack,vnapstore,exploit,airpush,youmi,anydown,adwo,dianjin,cooee,vitan,unknown,dingwe,smsspy,fogod,virus,execdownload,fakeinst,smforw,drosel,igexin,nqshield,smspay,autoins,windows,qumi,cimsci,fobus,rooter,ramnit,tediss,dowgin,wroba,infosteal,douwan,opfake
2015-04	390	10	107	293	5	kalfere,bips,malapp,boogr,pesabti	smsreg,benign,unknown,zdtad,bips,sms,smsspy,gappusin,mogap,cooee,triada,skymobi,vnapstore,exploit,viser,youmi,adwo,smssend,spyware,smforw,execdownload,pesabti,adware,xinyinhe,nqshield,fakeinst,drosel,boogr,secapk,spyagent,mobtes,smspay,cimsci,airpush,malapp,adflex,kuguo,kalfere,systemmonitor,dianjin,smsthief
2015-05	385	15	133	267	6	coudw,wapron,reaper,joynow,nineap	nqshield,airpush,benign,zdtad,adwo,gappusin,smsreg,autoins,sms,wapron,secapk,skymobi,kuguo,vnapstore,exploit,adware,admogo,execdownload,smssend,smsagent,youmi,unknown,smsthief,dowgin,joynow,fogod,smforw,smsspy,reaper,nineap,minimob,coudw,systemmonitor,cimsci,apptrack,xinyinhe,kalfere,packed,qysly,rooter,jsmshider,wroba,fakebank,infosteal
2015-06	390	10	162	238	6	levida,sprovider,wintertiger,sandr	levida,benign,smsreg,airpush,execdownload,adwo,adware,kyview,unknown,gappusin,smssend,smforw,domob,apptrack,skymobi,smspay,vnapstore,ramnit,autoins,smsagent,infosteal,uupay,sms,systemmonitor,fakeinst,umpay,exploit,minimob,triada,youmi,smsspy,sprovider,wintertiger,cimsci,secapk,dials,rooter,opfake,vitan,wroba,douwan,kuguo,smsthief,nqshield,zdtad,sandr,gedma,feejar
2015-07	375	25	169	231	6	hiddenapp,ztorg,freespy,xynyin	smforw,benign,admogo,execdownload,smsspy,youmi,fakeangry,kyview,airpush,smssend,gappusin,skymobi,adware,freespy,reaper,exploit,sms,smsthief,virus,smsreg,minimob,xynyin,opfake,pesabti,appoffer,hiddenapp,oveead,faketoken,levida,linux,unknown,zdtad,fakeinst,adwo,rootnik,dials,autoins,ramnit,rooter,qysly,adflex,smskey,kuguo,tediss,ganlet,simplocker,infosteal,ztorg,dowgin
2015-08	383	17	212	188	11	oimobi,sivu,cyfin,yeahmobi,smaps,premiumtext,celular	celular,smforw,sms,kalfere,admogo,execdownload,smsspy,smsreg,benign,exploit,fakeangry,kemoge,sivu,rootnik,adware,qysly,skymobi,airpush,triada,spyware,linux,unknown,sprovider,dials,smssend,minimob,smsagent,umpay,levida,youmi,oveead,cyfin,opfake,infosteal,fakeinst,rooter,torec,domob,yeahmobi,dowgin,zdtad,smskey,smsthief,autoins,premiumtext,oimobi,secapk,systemmonitor,ztorg,smaps,sandr,gappusin
2015-09	369	31	196	204	14	callpay,coolreaper,fadeb,webapp,shedun,guerrilla,plagsh,server,acecard	smsreg,smforw,smsspy,benign,unknown,rootnik,uten,exploit,execdownload,youmi,sivu,fakeinst,adware,boqx,callpay,dials,guerrilla,ztorg,kalfere,server,minimob,oimobi,airpush,fadeb,triada,xynyin,systemmonitor,plagsh,sprovider,kemoge,linux,skymobi,tool,shedun,kuguo,apptrack,zdtad,smsthief,smspay,levida,sms,kyview,igexin,ewind,opfake,smssend,coolreaper,webapp,gorpo,infosteal,autoins,leadbolt,smsagent,acecard,torec,secapk,dnotua,spyware,dianle,dowgin,rooter,boogr,fobus,svpeng,domob,umpay,smaps,tekwon
2015-10	388	12	219	181	9	lockscreen,ventica,nativead,mogosec,slocker,pornclk,avpass	dials,benign,linux,spyware,adware,exploit,opfake,smsspy,execdownload,smforw,secapk,smsreg,sprovider,svpeng,triada,avpass,kyview,guerrilla,rooter,zdtad,adwo,webapp,rootnik,server,nativead,dowgin,youmi,skymobi,autoins,levida,smsagent,fakeinst,wintertiger,infosteal,torec,pornclk,lockscreen,ventica,fakeapp,qysly,unknown,slocker,mogosec,smssend,cimsci,ztorg,admogo,smsthief,leech,tekwon,kuguo,gappusin,smspay,smaps,airpush,feejar,spyoo
2015-11	380	20	305	95	18	dilidi,loki,fusob,ransomware	benign,exploit,rootnik,clicks,qysly,smsreg,unknown,ransomware,boogr,adware,execdownload,levida,gappusin,wintertiger,infosteal,uupay,leech,smssend,lockscreen,skymobi,smskey,smspay,fusob,server,loki,dowgin,dilidi,slocker,secapk,triada
2015-12	390	10	290	110	4	kidlogger,norex,muetan,stagefright	benign,smsspy,triada,fakeapp,smsreg,execdownload,systemmonitor,unknown,autoins,fakeinst,secapk,ztorg,adware,admogo,callpay,cimsci,server,minimob,levida,norex,exploit,acecard,infosteal,airpush,gappusin,gorpo,domob,tool,nativead,smspay,skymobi,youmi,linux,kalfere,tekwon,opfake,kidlogger,muetan,stagefright,apptrack,ransomware
2016-01	375	25	235	165	6	hiddad,kyhub,syringe,smsdel,frupi	minimob,skymobi,vnapstore,smsreg,benign,adware,adwo,fakeapp,exploit,linux,fakeinst,youmi,secapk,execdownload,kalfere,triada,ewind,airpush,callpay,apptrack,plankton,ztorg,hiddad,drosel,kyview,unknown,adflex,gappusin,mgyun,rooter,admogo,pesabti,infosteal,yeahmobi,guerrilla,webapp,opfake,smssend,levida,mobtes,frupi,kyhub,autoins,dianle,krysanec,syringe,smspay,feejar,dowgin,tekwon,systemmonitor,rootnik,packed,tool,smsthief,smsagent,umpay,smsdel
2016-02	381	19	238	162	6	pornvideo,baiduprotect,tencentprotect,badpac,dataeye	benign,smsreg,tekwon,kyview,exploit,callpay,dowgin,skymobi,apptrack,clicks,pornvideo,adware,triada,guerrilla,infosteal,badpac,fakeinst,ewind,tool,hiddad,loki,adflex,secapk,kuguo,smspay,dataeye,unknown,gappusin,minimob,uupay,leech,ztorg,xinyinhe,execdownload,admogo,baiduprotect,systemmonitor,smssend,linux,umpay,oveead,opfake,tencentprotect,feejar
2016-03	380	20	219	181	2	xbot,binka	benign,adware,vnapstore,unknown,skymobi,wapron,minimob,smsspy,shedun,dowgin,adflex,smsreg,kalfere,fakeapp,vmvol,execdownload,smspay,marcher,binka,exploit,ztorg,tool,linux,badpac,triada,fakeinst,loki,secapk,infosteal,cooee,gorpo,levida,rootnik,nineap,dianjin,packed,hiddad,systemmonitor,ewind,sprovider,smskey,apptrack,sms,lockscreen,opfake,xbot,admogo,autoins
2016-04	377	23	214	186	7	kapuser,razam,hypay,autoinst,coinge	benign,smsreg,vnapstore,gorpo,smsspy,kapuser,execdownload,tencentprotect,linux,smssend,kalfere,kyview,exploit,minimob,smsthief,adware,fakeinst,rootnik,razam,drosel,dowgin,server,sprovider,infosteal,ztorg,gappusin,adwo,levida,triada,rooter,autoinst,tispy,smforw,lockscreen,coinge,nativead,hypay,tool,hiddenapp,ewind,unknown,secapk,frupi,hiddad,loki,opfake
2016-05	381	19	160	240	6	cepsbot,congur,small,axent,sacto,gidby	gorpo,sms,gidby,benign,unknown,execdownload,dowgin,smsreg,triada,smsspy,infosteal,sivu,server,kapuser,adware,smssend,kalfere,exploit,hypay,ztorg,fakeinst,hiddad,smsthief,rootnik,packed,levida,nativead,linux,joye,drosel,secapk,fakeapp,sacto,small,congur,pornvideo,windows,smsagent,sprovider,feejar,tool,gappusin,hiddenapp,axent,cepsbot,svpeng,youmi
2016-06	386	14	190	210	0		benign,unknown,execdownload,sprovider,smsreg,smsspy,systemmonitor,adware,domob,dowgin,skymobi,spyware,exploit,fakeinst,hiddad,smspay,mseg,gappusin,ramnit,svpeng,smsthief,virus,linux,infosteal,smsagent,ztorg,fakeapp,clicks,pornvideo,joye,loki,wapron,hiddenapp,nativead,rooter,uupay,secapk,triada,drosel
2016-07	364	36	165	235	8	vpsdrop,loodos,gluper,hmad,blouns	syringe,benign,packed,kuguo,ewind,small,odpa,lockscreen,smsreg,unknown,smsspy,cynos,gappusin,youmi,skymobi,blouns,hypay,exploit,hiddad,rootnik,fakeapp,execdownload,adware,loodos,hmad,triada,ramnit,airpush,infosteal,smssend,mspy,xinyinhe,spyware,vpsdrop,gidby,tispy,fakeinst,clicks,smsthief,domob,smspay,hiddenapp,rooter,kalfere,linux,feejar,ztorg,gluper,opfake,oveead
2016-08	374	26	168	232	5	hero,batmobi,hiddapp	benign,smspay,smsreg,unknown,smsspy,hiddad,coinge,rootnik,mseg,batmobi,execdownload,blouns,skymobi,admogo,airpush,ztorg,smsagent,rooter,exploit,hero,virus,packed,fakeinst,dowgin,smsthief,adware,drosel,boqx,hypay,mobisec,infosteal,tool,hiddenapp,smforw,gappusin,wapron,fakeapp,clicks,hiddapp,triada,apptrack,ewind,qysly,sprovider,pornvideo,systemmonitor,uupay,smskey
2016-09	379	21	166	234	7	roversa,spyhuman,inject,adviator,appad,worm	benign,smsspy,kuguo,minimob,clicks,hypay,smspay,execdownload,skymobi,tencentprotect,tool,smsreg,batmobi,autoinst,blouns,adviator,adware,rootnik,triada,exploit,sprovider,rooter,infosteal,syringe,coinge,smsthief,appad,ztorg,spyhuman,secapk,roversa,fakeinst,inject,smforw,hiddad,fakeapp,systemmonitor,mseg,worm,youmi,hiddenapp
2016-10	382	18	225	175	2	yoga,secneo	smsspy,benign,hiddad,smsreg,rootnik,autoins,sprovider,ewind,secneo,batmobi,exploit,blouns,execdownload,ztorg,virus,fakeinst,airpush,avpass,spyware,kalfere,smspay,yoga,mobidash,adware,infosteal,smssend,triada,dnotua,skymobi,roversa,smsthief,unknown,syringe,apptrack,appad,gappusin,nineap,opfake,wroba
2016-11	384	16	250	150	5	hiddenads,duad,mobextra,stealthcell	kuguo,smsspy,mobextra,vnapstore,ewind,clicks,benign,ztorg,sprovider,hiddenads,execdownload,triada,roversa,dowgin,hiddad,fakeinst,exploit,windows,rootnik,umpay,avpass,syringe,apptrack,autoins,batmobi,adware,fakeapp,yeahmobi,pornvideo,smsreg,systemmonitor,infosteal,wapron,youmi,smsthief,tool,duad,tencentprotect,skymobi,gappusin,spyware,stealthcell,shedun,packed,cimsci
2016-12	377	23	222	178	3	hummingbad,zapch,hidden	gappusin,smsspy,benign,smsreg,kyview,ewind,clicks,adware,ztorg,tencentprotect,linux,execdownload,unknown,triada,exploit,skymobi,oveead,virus,rooter,cynos,gumen,hummingbad,sprovider,tool,hiddad,hypay,roversa,infosteal,systemmonitor,wapron,avpass,hidden,zapch,simpatchy,dnotua,smsthief,boogr,syringe,mobidash,apptrack,umpay,cimsci,dowgin,shedun,pornvideo,qysly
2017-01	383	17	222	178	5	lezok,youku,silentinstaller,virut	syringe,benign,smsspy,smsreg,roversa,dnotua,adware,skymobi,smsthief,oveead,autoins,clicks,sprovider,fakeinst,execdownload,oimobi,smsagent,hiddad,triada,tool,lezok,unknown,systemmonitor,ewind,gappusin,linux,duad,packed,apptrack,hiddenads,secapk,sms,silentinstaller,virut,cimsci,youku,umpay,congur,smspay,hiddenapp,wapron,wroba,ztorg,rooter,smssend,domob
2017-02	382	18	163	237	4	toofan,styricka,dowloader,gmobi	smsspy,sprovider,benign,smsreg,linux,adware,syringe,clicks,airpush,infosteal,dowgin,blouns,hiddad,fadeb,skymobi,commplat,ewind,smspay,exploit,gappusin,packed,unknown,adend,ztorg,kuguo,smskey,wapron,execdownload,hiddenads,smssend,dnotua,dowloader,tool,vpsdrop,rooter,fakeinst,gmobi,hypay,smsthief,silentinstaller,systemmonitor,youmi,apptrack,toofan,styricka,secapk
2017-03	365	35	208	192	6	ubsod,piom,xafekopy,yimeng	yimeng,smsreg,guerrilla,benign,dnotua,unknown,wapron,ztorg,smsspy,skymobi,ubsod,autoins,ewind,execdownload,hiddad,hiddenads,exploit,adware,clicks,triada,kyview,infosteal,airpush,xafekopy,fakeapp,dingwe,adwo,sprovider,syringe,packed,smskey,gappusin,smspay,apptrack,mobidash,rooter,fakeinst,pornvideo,smsthief,smssend,styricka,tispy,hypay,rootnik,hiddenapp,lockscreen,smsagent,qysly,piom,youmi
2017-04	365	35	280	120	3	phonespy,subspod	benign,youmi,packed,gappusin,clicks,ubsod,ewind,execdownload,exploit,hiddad,syringe,kuguo,adware,unknown,sprovider,smsreg,mobidash,ginmaster,linux,infosteal,systemmonitor,subspod,smssend,rooter,ztorg,smsthief,fakeinst,qysly,spyware,windows,apptrack,hypay,xafekopy,piom,cyfin,phonespy
2017-05	383	17	314	86	3	soundy,ransomkd,mobby	soundy,smsreg,benign,infosteal,clicks,triada,kyview,adware,sprovider,ramnit,silentinstaller,mobidash,ewind,ransomkd,execdownload,smsspy,shedun,systemmonitor,unknown,packed,small,autoins,apptrack,spyware,dnotua,ransomware,hiddad,hiddenads,bips,smforw,wapron,mobby,fakeapp
2017-06	390	10	317	83	1	inmobi	gappusin,secapk,smsreg,benign,youmi,adware,sprovider,sandr,unknown,ramnit,skymobi,frupi,smsspy,kyview,packed,smsagent,lockscreen,androrat,appad,syringe,dowgin,kuguo,pornvideo,windows,hiddad,tekwon,infosteal,triada,inmobi,secneo,execdownload,fakeapp,mobidash,rooter
2017-07	377	23	253	147	4	lardlond,mazarbot,masspr	rootnik,cova,smsagent,hiddad,smspay,benign,infosteal,qysly,masspr,triada,smsspy,smsreg,spyware,adware,skymobi,rooter,yoga,tool,smforw,kyview,hiddapp,mobidash,lezok,mazarbot,gappusin,wapron,virus,youmi,syringe,smskey,execdownload,hiddenapp,dnotua,tencentprotect,packed,windows,lardlond,guerrilla,secapk
2017-08	381	19	183	217	6	lotusid,wannacry,gamclk,ratker	unknown,sprovider,benign,smsreg,triada,adware,rooter,syringe,sms,ramnit,hiddad,smspay,lotusid,gamclk,packed,tool,admogo,hypay,dowgin,lardlond,ratker,hiddapp,yoga,lockscreen,dnotua,youmi,ewind,wannacry,systemmonitor,infosteal,execdownload,rootnik
2017-09	380	20	262	138	0		benign,mobby,infosteal,execdownload,smspay,sprovider,triada,adware,gappusin,smssend,boogr,smsreg,kyview,ewind,appad,hiddad,hypay,hiddapp,smskey,rootnik,fakeapp,secneo,unknown,shedun,mobidash,packed,lezok
2017-10	386	14	220	180	0		benign,lockscreen,adware,ewind,smsreg,yoga,execdownload,youmi,guerrilla,triada,boogr,cyfin,ginmaster,smsagent,hiddad,dowgin,tool,shedun,mobidash
2017-11	387	13	316	84	3	miner,mobtool,spynote	guerrilla,cynos,benign,sprovider,tencentprotect,wapron,smsreg,infosteal,yoga,smspay,execdownload,linux,ewind,adware,gappusin,rooter,clicks,secapk,mobtool,hiddad,unknown,miner,mobidash,spynote,fakeapp,adwo,styricka,dnotua,lockscreen
2017-12	382	18	294	106	4	lockerpin,hqwar,egame,ocikq	infosteal,smsreg,benign,smspay,triada,skymobi,ocikq,gappusin,mobidash,lockerpin,egame,tool,smssend,ewind,wapron,youmi,execdownload,lezok,adware,hqwar,loki,virus,autoins,styricka,secapk,hiddad,clicks,packed,systemmonitor,spyware,spynote,dnotua
2018-01	382	18	265	135	1	itracker	wapron,benign,packed,smsreg,tool,adware,commplat,lockscreen,clicks,tencentprotect,syringe,yoga,youmi,smssend,smsspy,triada,faketoken,execdownload,hiddad,secapk,autoins,smspay,miner,itracker,styricka,mobidash,lezok
2018-02	393	7	311	89	1	hoverwatch	benign,smsreg,admogo,clicks,styricka,hqwar,windows,tencentprotect,dowgin,adware,yoga,execdownload,smsbot,infosteal,youmi,smssend,triada,rootnik,smspay,wapron,domob,dnotua,smsspy,unknown,syringe,hiddad,packed,gappusin,vpsdrop,ewind,hoverwatch,cynos,secapk
2018-03	386	14	265	135	1	fakefort	benign,wapron,admogo,adware,smsreg,gappusin,tencentprotect,smspay,hypay,lockscreen,clicks,tool,syringe,smssend,execdownload,unknown,autoins,fakefort,boogr,rooter,cyfin
2018-04	378	22	258	142	0		benign,smsreg,adware,smspay,yoga,hiddad,wapron,smforw,gappusin,execdownload,dowgin,packed,lezok,secapk,autoins,clicks,fakeapp,vpsdrop,miner
