date	TPR	TNR	FPR	FNR	ACC	PREC	F1
2019-12	0.9956	0.9999	0.0001	0.0044	0.9995	0.9991	0.9974
2020-01	0.9640	0.9966	0.0034	0.0360	0.9934	0.9698	0.9669
2020-02	0.9483	0.9981	0.0019	0.0517	0.9932	0.9821	0.9649
2020-03	0.9208	0.9961	0.0039	0.0792	0.9885	0.9629	0.9413
2020-04	0.9169	0.9953	0.0047	0.0831	0.9873	0.9567	0.9364
2020-05	0.8098	0.9971	0.0029	0.1902	0.9779	0.9692	0.8824
2020-06	0.7462	0.9983	0.0017	0.2538	0.9728	0.9800	0.8473
2020-07	0.4370	0.9977	0.0023	0.5630	0.9405	0.9556	0.5997
2020-08	0.9470	0.9983	0.0017	0.0530	0.9930	0.9852	0.9657
2020-09	0.6042	0.9971	0.0029	0.3958	0.9557	0.9613	0.7420
2020-10	0.5882	0.9939	0.0061	0.4118	0.9522	0.9174	0.7168
2020-11	0.6119	0.9982	0.0018	0.3881	0.9576	0.9762	0.7523
2020-12	0.1368	0.9953	0.0047	0.8632	0.9038	0.7761	0.2327
2021-01	0.1551	0.9949	0.0051	0.8449	0.9048	0.7841	0.2589
2021-02	0.5854	0.9917	0.0083	0.4146	0.9504	0.8889	0.7059
2021-03	0.7109	0.9982	0.0018	0.2891	0.9679	0.9785	0.8235
2021-04	0.8493	0.9968	0.0032	0.1507	0.9812	0.9688	0.9051
2021-05	0.3088	0.9931	0.0069	0.6912	0.9208	0.8400	0.4516
2021-06	0.4545	0.9928	0.0072	0.5455	0.9412	0.8696	0.5970
2021-07	0.8435	0.9955	0.0045	0.1565	0.9796	0.9567	0.8966
2021-08	0.6185	0.9971	0.0029	0.3815	0.9554	0.9640	0.7535
2021-09	0.6404	0.9780	0.0220	0.3596	0.9413	0.7807	0.7036
2021-10	0.4833	0.9801	0.0199	0.5167	0.9245	0.7532	0.5888
2021-11	0.7407	0.9669	0.0331	0.2593	0.9413	0.7407	0.7407
2021-12	0.5500	0.9912	0.0088	0.4500	0.9449	0.8800	0.6769
