date	TPR	TNR	FPR	FNR	ACC	PREC	F1
2014-12	0.6714	0.9953	0.0047	0.3286	0.9631	0.9403	0.7834
2015-01	0.7008	0.9955	0.0045	0.2992	0.9669	0.9437	0.8043
2015-02	0.8278	0.9906	0.0094	0.1722	0.9748	0.9048	0.8646
2015-03	0.6964	0.9942	0.0058	0.3036	0.9658	0.9266	0.7952
2015-04	0.8522	0.9944	0.0056	0.1478	0.9810	0.9409	0.8944
2015-05	0.7838	0.9949	0.0051	0.2162	0.9759	0.9380	0.8540
2015-06	0.7877	0.9951	0.0049	0.2123	0.9759	0.9424	0.8582
2015-07	0.7044	0.9945	0.0055	0.2956	0.9658	0.9333	0.8029
2015-08	0.7092	0.9947	0.0053	0.2908	0.9666	0.9353	0.8067
2015-09	0.5602	0.9929	0.0071	0.4398	0.9508	0.8940	0.6888
2015-10	0.6000	0.9931	0.0069	0.4000	0.9555	0.9019	0.7206
2015-11	0.2582	0.9949	0.0051	0.7418	0.9226	0.8456	0.3956
2015-12	0.2973	0.9935	0.0065	0.7027	0.9262	0.8314	0.4380
2016-01	0.7225	0.9953	0.0047	0.2775	0.9712	0.9375	0.8161
2016-02	0.8479	0.9929	0.0071	0.1521	0.9801	0.9200	0.8825
2016-03	0.8366	0.9958	0.0042	0.1634	0.9812	0.9523	0.8907
2016-04	0.5162	0.9904	0.0096	0.4838	0.9488	0.8383	0.6390
2016-05	0.6562	0.9924	0.0076	0.3438	0.9601	0.9020	0.7597
2016-06	0.7561	0.9933	0.0067	0.2439	0.9698	0.9254	0.8322
2016-07	0.8191	0.9918	0.0082	0.1809	0.9751	0.9142	0.8640
2016-08	0.8089	0.9931	0.0069	0.1911	0.9747	0.9284	0.8645
2016-09	0.7951	0.9940	0.0060	0.2049	0.9742	0.9356	0.8596
2016-10	0.8008	0.9918	0.0082	0.1992	0.9729	0.9142	0.8537
2016-11	0.6121	0.9913	0.0087	0.3879	0.9537	0.8860	0.7240
2016-12	0.7134	0.9930	0.0070	0.2866	0.9657	0.9163	0.8022
2017-01	0.7937	0.9909	0.0091	0.2062	0.9724	0.9007	0.8439
2017-02	0.8098	0.9941	0.0059	0.1902	0.9761	0.9371	0.8688
2017-03	0.7139	0.9917	0.0083	0.2861	0.9661	0.8977	0.7953
2017-04	0.6323	0.9851	0.0149	0.3677	0.9564	0.7903	0.7025
2017-05	0.6162	0.9871	0.0129	0.3838	0.9581	0.8026	0.6971
2017-06	0.6106	0.9953	0.0047	0.3894	0.9643	0.9200	0.7340
2017-07	0.7540	0.9905	0.0095	0.2460	0.9669	0.8981	0.8198
2017-08	0.9189	0.9877	0.0123	0.0811	0.9809	0.8918	0.9052
2017-09	0.8471	0.9882	0.0118	0.1529	0.9756	0.8750	0.8608
2017-10	0.7873	0.9941	0.0059	0.2127	0.9784	0.9158	0.8467
2017-11	0.7717	0.9911	0.0089	0.2283	0.9706	0.8987	0.8304
2017-12	0.8880	0.9749	0.0251	0.1120	0.9674	0.7708	0.8253
2018-01	0.8301	0.9929	0.0071	0.1699	0.9793	0.9137	0.8699
2018-02	0.7034	0.9903	0.0097	0.2966	0.9671	0.8644	0.7757
2018-03	0.8029	0.9944	0.0056	0.1971	0.9834	0.8980	0.8478
2018-04	0.8399	0.9862	0.0138	0.1601	0.9724	0.8645	0.8520
2018-05	0.8802	0.9942	0.0058	0.1198	0.9831	0.9425	0.9103
2018-06	0.6946	0.9969	0.0031	0.3054	0.9678	0.9595	0.8058
2018-07	0.7930	0.9944	0.0056	0.2070	0.9747	0.9393	0.8600
2018-08	0.7904	0.9918	0.0082	0.2096	0.9722	0.9127	0.8471
2018-09	0.6790	0.9918	0.0082	0.3210	0.9629	0.8937	0.7717
2018-10	0.6065	0.9900	0.0100	0.3935	0.9521	0.8692	0.7145
2018-11	0.6899	0.9915	0.0085	0.3101	0.9625	0.8959	0.7795
2018-12	0.7306	0.9951	0.0049	0.2694	0.9721	0.9338	0.8198
