date	TPR	TNR	FPR	FNR	ACC	PREC	F1
2016-03	0.7991	0.9942	0.0058	0.2009	0.9764	0.9330	0.8609
2016-04	0.5648	0.9935	0.0065	0.4352	0.9559	0.8938	0.6922
2016-05	0.6457	0.9958	0.0042	0.3543	0.9622	0.9419	0.7662
2016-06	0.7541	0.9969	0.0031	0.2459	0.9729	0.9636	0.8461
2016-07	0.8046	0.9942	0.0058	0.1954	0.9759	0.9370	0.8658
2016-08	0.7465	0.9920	0.0080	0.2535	0.9675	0.9115	0.8208
2016-09	0.7383	0.9960	0.0040	0.2617	0.9704	0.9529	0.8320
2016-10	0.8435	0.9946	0.0054	0.1565	0.9797	0.9453	0.8915
2016-11	0.5848	0.9960	0.0040	0.4152	0.9552	0.9415	0.7215
2016-12	0.6319	0.9937	0.0063	0.3681	0.9584	0.9151	0.7476
2017-01	0.7531	0.9935	0.0065	0.2469	0.9710	0.9234	0.8296
2017-02	0.7853	0.9956	0.0044	0.2147	0.9751	0.9507	0.8601
2017-03	0.6596	0.9948	0.0052	0.3404	0.9638	0.9280	0.7711
2017-04	0.5742	0.9949	0.0051	0.4258	0.9606	0.9082	0.7036
2017-05	0.5859	0.9957	0.0043	0.4141	0.9636	0.9206	0.7160
2017-06	0.5841	0.9961	0.0039	0.4159	0.9628	0.9296	0.7174
2017-07	0.7273	0.9941	0.0059	0.2727	0.9674	0.9315	0.8168
2017-08	0.9155	0.9926	0.0074	0.0845	0.9849	0.9313	0.9233
2017-09	0.8344	0.9932	0.0068	0.1656	0.9790	0.9225	0.8763
2017-10	0.7964	0.9955	0.0045	0.2036	0.9804	0.9362	0.8606
2017-11	0.8261	0.9899	0.0101	0.1739	0.9747	0.8941	0.8588
2017-12	0.8560	0.9848	0.0152	0.1440	0.9736	0.8425	0.8492
2018-01	0.8431	0.9952	0.0048	0.1569	0.9826	0.9416	0.8897
2018-02	0.7310	0.9970	0.0030	0.2690	0.9754	0.9550	0.8281
2018-03	0.7993	0.9967	0.0033	0.2007	0.9853	0.9359	0.8622
2018-04	0.8470	0.9918	0.0082	0.1530	0.9781	0.9154	0.8799
2018-05	0.8223	0.9942	0.0058	0.1777	0.9774	0.9387	0.8767
2018-06	0.7197	0.9978	0.0022	0.2803	0.9710	0.9718	0.8269
2018-07	0.7889	0.9969	0.0031	0.2111	0.9765	0.9649	0.8681
2018-08	0.7801	0.9952	0.0048	0.2199	0.9742	0.9458	0.8550
2018-09	0.6790	0.9973	0.0027	0.3210	0.9679	0.9628	0.7964
2018-10	0.5172	0.9953	0.0047	0.4828	0.9481	0.9239	0.6632
2018-11	0.6899	0.9963	0.0037	0.3101	0.9668	0.9519	0.8000
2018-12	0.6425	0.9887	0.0113	0.3575	0.9587	0.8435	0.7294
