date	Correct	Wrong	Benign	Mal	New_fam_cnt	New_fam	Unique_fam
2014-04	184	16	29	171	4	dials,helir,pandaad,cimsci	fakeinst,adware,smssend,skymobi,benign,youmi,smsagent,smsreg,airpush,smforw,exploit,systemmonitor,dnotua,spyware,helir,boqx,utchi,nandrobox,opfake,cimsci,umpay,gappusin,smskey,kuguo,gidix,fakeangry,stopsms,domob,pandaad,igexin,dowgin,dials,packed,vietsms,androrat,uapush
2014-05	182	18	44	156	4	battpatch,droidwatcher,qysly	adwo,smsreg,smsagent,benign,smssend,gappusin,fakeinst,qysly,youmi,opfake,adware,igexin,leadbolt,domob,airpush,utchi,smsthief,systemmonitor,fakeangry,kyview,aiplay,exploit,hipposms,pandaad,clicks,skymobi,battpatch,kuguo,unknown,droidwatcher,mseg,dowgin,infosteal
2014-06	178	22	48	152	5	commplat,chyapo,adflex,kimia,alycunis	benign,smsreg,umpay,dianle,kimia,adware,leadbolt,smforw,infosteal,gidix,smsagent,fakeinst,exploit,unknown,gappusin,kuguo,systemmonitor,smssend,airpush,packed,youmi,dowgin,mseg,utchi,opfake,aiplay,dials,commplat,alycunis,fakeangry,goldentouch,kyview,sms,chyapo,skymobi,domob,execdownload,androrat,adflex,wroba,cova
2014-07	180	20	63	137	4	zdtad,feejar,systush,kingroot	benign,youmi,smsreg,airpush,kimia,smssend,adware,umpay,gidix,smsagent,rooter,dowgin,appoffer,skymobi,igexin,unknown,utchi,domob,systush,minimob,feejar,dials,systemmonitor,fakeinst,adwo,zdtad,kyview,infosteal,jsmshider,sms,chyapo,cimsci,packed,wroba,kuguo,gappusin,kingroot
2014-08	175	25	66	134	11	fengvi,winkad,gamecheater,finspy,joye,tekwon,wqmobile	benign,skymobi,youmi,fakeinst,dowgin,gappusin,packed,zitmo,boqx,gidix,tekwon,airpush,adware,finspy,smsreg,kingroot,joye,igexin,cimsci,smssend,commplat,feejar,kuguo,systemmonitor,opfake,wqmobile,qysly,cynos,gamecheater,exploit,adwo,zdtad,kyview,koomer,fengvi,winkad,admogo
2014-09	186	14	48	152	6	nqshield,smsspy,smscmd,lime,adend,xinyinhe	smsreg,tekwon,infosteal,nqshield,smforw,smssend,benign,gidix,smscmd,domob,xinyinhe,exploit,skymobi,kyview,minimob,adend,smsagent,fakeinst,dowgin,systemmonitor,adware,utchi,fakeangry,gappusin,packed,feejar,kuguo,airpush,gamecheater,adwo,smsspy,nandrobox,dials,unknown,execdownload,cimsci,opfake,admogo,androrat,youmi,smsthief,lime,fobus
2014-10	174	26	80	120	14	trackphone,secapk,fakebank	skymobi,smsagent,adware,systemmonitor,tekwon,smsreg,benign,secapk,spyware,airpush,exploit,smforw,fakeinst,dowgin,youmi,execdownload,smssend,nqshield,utchi,domob,battpatch,kyview,feejar,minimob,gappusin,mseg,adwo,dials,infosteal,fakebank,zdtad,cimsci,trackphone,hipposms,wroba,kuguo,umpay,cova,rooter,smsthief,xinyinhe
2014-11	192	8	58	142	6	linux,smslink,torec,dalik	benign,smsreg,fakeinst,dowgin,torec,spyware,smscmd,infosteal,wroba,linux,packed,exploit,gappusin,clicks,skymobi,smforw,adware,execdownload,admogo,utchi,airpush,feejar,kuguo,youmi,systemmonitor,dalik,domob,mseg,nqshield,smslink,cimsci,zdtad
2014-12	189	11	28	172	8	cnzz,vmvol,mgyun,spyagent,smsbot	smsreg,minimob,airpush,appoffer,sms,secapk,skymobi,tekwon,youmi,benign,unknown,dowgin,adware,nqshield,qysly,smsagent,umpay,fakeinst,smsbot,adwo,execdownload,utchi,kuguo,spyagent,spyware,gappusin,cnzz,domob,wroba,infosteal,packed,vmvol,systemmonitor,zdtad,mgyun
2015-01	189	11	29	171	13	moplus,mobisec,hyspu,mobtes,kemoge,mobidash	benign,hyspu,smsreg,youmi,mobtes,kemoge,torec,commplat,execdownload,dowgin,adware,moplus,unknown,smssend,exploit,igexin,skymobi,secapk,oveead,gappusin,douwan,systemmonitor,utchi,mobisec,packed,kyview,feejar,kuguo,wroba,domob,airpush,mobidash,admogo,fakebank,adwo,cimsci,zdtad
2015-02	186	14	39	161	3	smspay,apptrack,triada	smsreg,dowgin,mobtes,secapk,benign,torec,infosteal,execdownload,opfake,triada,smssend,kuguo,exploit,skymobi,youmi,airpush,adware,umpay,tekwon,admogo,gappusin,adwo,fakeinst,systemmonitor,mgyun,mobisec,packed,domob,smscmd,smspay,apptrack,unknown,nandrobox,appoffer,cimsci
2015-03	186	14	25	175	8	symkob,virus,cooee,ramnit,drosel,autoins,tediss,dingwe	smsreg,skymobi,secapk,packed,execdownload,domob,benign,tekwon,adware,virus,apptrack,drosel,igexin,fakeinst,gappusin,exploit,dingwe,airpush,kuguo,douwan,unknown,ramnit,youmi,windows,admogo,smscmd,dowgin,smssend,oveead,cimsci,adwo,symkob,wroba,infosteal,cooee,minimob,smforw,systemmonitor,autoins,androrat,tediss
2015-04	189	11	34	166	2	bips,boogr	smsreg,benign,adware,skymobi,secapk,tekwon,airpush,unknown,bips,infosteal,drosel,smssend,fakeinst,boogr,exploit,youmi,feejar,domob,gappusin,smspay,execdownload,xinyinhe,dials,wroba,cooee,mobtes,sms,nqshield,cimsci,zdtad,dianjin
2015-05	181	19	41	159	13	coudw,reaper,nineap,vnapstore,babyjc,wapron,fogod,joynow,dqshell	packed,secapk,smsreg,smssend,nineap,exploit,admogo,minimob,benign,adware,joynow,skymobi,smsthief,systemmonitor,reaper,execdownload,mgyun,smsagent,youmi,feejar,xinyinhe,unknown,nqshield,gappusin,qysly,wapron,airpush,domob,fogod,autoins,wroba,fakebank,infosteal,sms,kuguo,cimsci,smsspy,zdtad,dqshell,coudw,androrat,dowgin,babyjc,apptrack,vnapstore,rooter
2015-06	196	4	33	167	3	levida,smaps,vitan	smsagent,smsreg,infosteal,smssend,adware,benign,smaps,secapk,skymobi,execdownload,airpush,apptrack,systemmonitor,douwan,domob,mgyun,youmi,feejar,exploit,unknown,kyview,minimob,vitan,gedma,dowgin,wroba,gappusin,ramnit,levida,smsspy,vidro,autoins
2015-07	188	12	49	151	4	kalfere,server,xynyin	adware,smsreg,smspay,benign,unknown,opfake,smssend,execdownload,appoffer,fakeinst,airpush,skymobi,smforw,oveead,zdtad,utchi,smsthief,smsbot,server,domob,kyview,xynyin,kalfere,youmi,smsspy,dowgin,reaper,gappusin,spyware,infosteal,rooter,fakeangry,admogo,levida,minimob
2015-08	191	9	56	144	12	rootnik,uupay,yeahmobi,ztorg,celular,sprovider,cyfin,premiumtext,shedun	smssend,skymobi,smsagent,execdownload,yeahmobi,infosteal,sms,opfake,torec,benign,smsreg,umpay,adware,exploit,minimob,ztorg,airpush,shedun,fakeinst,smforw,qysly,oveead,domob,smaps,rootnik,kuguo,linux,unknown,celular,cyfin,kalfere,secapk,premiumtext,youmi,fakeangry,admogo,sprovider,zdtad,rooter,uupay,kemoge,gappusin,systemmonitor,dials
2015-09	191	9	56	144	6	callpay,webapp,sivu,oimobi,fituw,acecard	smssend,infosteal,smsagent,execdownload,opfake,acecard,torec,apptrack,dnotua,smsspy,benign,adware,minimob,smspay,smsreg,youmi,skymobi,fakeinst,systemmonitor,airpush,server,unknown,dowgin,smforw,rootnik,smaps,kuguo,sivu,linux,ztorg,admogo,triada,autoins,levida,webapp,kalfere,dials,shedun,oimobi,dianle,callpay,exploit,sprovider,fituw
2015-10	196	4	39	161	7	ventica,pornclk,lockscreen,leech,gorpo,slocker	benign,umpay,opfake,infosteal,torec,smssend,execdownload,smsreg,leech,linux,triada,smspay,skymobi,fakeinst,autoins,sprovider,rootnik,gorpo,unknown,gappusin,smforw,tekwon,spyware,appoffer,kuguo,secapk,smaps,feejar,slocker,ztorg,adware,dials,lockscreen,server,domob,ramnit,youmi,pornclk,kyview,gamex,ventica,webapp
2015-11	192	8	106	94	17	dilidi,ransomware,fusob	infosteal,uupay,benign,smssend,boogr,ransomware,unknown,execdownload,smsreg,adware,fusob,triada,dnotua,dowgin,rootnik,clicks,lockscreen,server,skymobi,linux,exploit,gappusin,secapk,slocker,dilidi
2015-12	188	12	93	107	2	uten,norex	infosteal,smsspy,benign,unknown,gappusin,triada,minimob,admogo,execdownload,ztorg,adware,server,igexin,acecard,smsreg,norex,fakeinst,tekwon,levida,secapk,uten,exploit,systemmonitor,skymobi,apptrack,sprovider,fakeapp,linux,autoins,domob,callpay,youmi,fakeangry,smspay,kalfere,cimsci,bips,ransomware
2016-01	189	11	34	166	5	syringe,hiddad,guerrilla,hahad,krysanec	smssend,unknown,benign,ztorg,smspay,triada,execdownload,hiddad,apptrack,syringe,smsreg,adflex,dianle,admogo,feejar,airpush,drosel,gappusin,fakeinst,vnapstore,youmi,autoins,exploit,secapk,webapp,tekwon,systemmonitor,dowgin,yeahmobi,guerrilla,adware,krysanec,hahad,mgyun,fakeapp,linux,packed,plankton,callpay,rooter,umpay
2016-02	192	8	38	162	6	ewind,dataeye,malapp,hqwar,baiduprotect	smsreg,benign,infosteal,smscmd,smssend,triada,skymobi,gappusin,leech,tekwon,execdownload,apptrack,ewind,ztorg,unknown,kuguo,dowgin,minimob,kyview,secapk,adware,feejar,oveead,uupay,smspay,clicks,systemmonitor,baiduprotect,callpay,guerrilla,linux,malapp,wapron,dataeye,fakeapp,hqwar,xinyinhe,fakeinst
2016-03	187	13	45	155	1	binka	minimob,infosteal,ztorg,benign,smssend,adware,triada,smspay,execdownload,unknown,secapk,smsreg,binka,kalfere,packed,skymobi,fakeinst,vnapstore,drosel,dowgin,wapron,sms,shedun,linux,fakeapp,vmvol
2016-04	185	15	57	143	8	kapuser,hypay,tencentprotect,frelect,frupi,nativead	server,infosteal,mobisec,benign,smssend,fakeapp,apptrack,rooter,tekwon,smforw,tencentprotect,fakeinst,nativead,execdownload,kyview,tool,unknown,adware,rootnik,kuguo,lockscreen,smsreg,secapk,drosel,packed,vnapstore,minimob,smsthief,dowgin,gappusin,gorpo,spyware,kapuser,linux,gamex,smspay,hiddad,frelect,ztorg,zdtad,tispy,hqwar,triada,frupi,shedun,hypay
2016-05	184	16	81	119	6	gidby,small,sacto,pornvideo	drosel,infosteal,benign,smsthief,execdownload,unknown,adware,small,sms,sacto,gappusin,smsagent,packed,gorpo,rootnik,smsreg,pornvideo,triada,gidby,kuguo,windows,ztorg,leadbolt,secapk,apptrack,youmi,hypay,kapuser,linux,exploit,fakeapp,joye,server,fakeinst,kalfere,shedun
2016-06	194	6	39	161	4	axent	benign,packed,adware,smssend,systemmonitor,rooter,svpeng,virus,unknown,smsreg,exploit,spyware,clicks,tekwon,pornvideo,linux,axent,kapuser,fakeinst,joye,dowgin,uupay,smsthief,triada,execdownload,ztorg,domob,infosteal
2016-07	187	13	58	142	6	loodos,vpsdrop,blouns,hmad	smsreg,fakeapp,hiddad,ztorg,ewind,benign,smspay,rooter,youmi,hypay,rootnik,spyware,oveead,clicks,triada,lockscreen,adware,tekwon,packed,unknown,linux,ramnit,kuguo,vpsdrop,airpush,loodos,fakeinst,infosteal,domob,cynos,gidby,hmad,exploit,execdownload,sprovider,opfake,feejar,gappusin,odpa,tispy,smsspy,blouns,smsthief
2016-08	186	14	57	143	8	batmobi,kyvu,coinge,spyapp,anlost,hiddapp	benign,ztorg,rootnik,boqx,hypay,smspay,adware,apptrack,skymobi,anlost,clicks,batmobi,secapk,execdownload,smsreg,packed,hiddapp,triada,hiddad,smsthief,unknown,coinge,smssend,kuguo,drosel,smsspy,fakeinst,infosteal,admogo,ewind,systemmonitor,kyvu,qysly,exploit,syringe,spyapp,blouns
2016-09	197	3	25	175	9	secneo,inject,adviator,hiddenapp,appad	execdownload,rootnik,infosteal,benign,adware,smsspy,hiddad,secneo,clicks,coinge,minimob,batmobi,smsreg,nativead,ztorg,syringe,appad,fakeinst,smsthief,smssend,small,adviator,skymobi,inject,hiddenapp,fakeapp,systemmonitor,triada,kuguo,tencentprotect,rooter,packed
2016-10	187	13	80	120	2	avpass	rootnik,benign,umpay,smspay,gappusin,unknown,autoins,batmobi,execdownload,ztorg,apptrack,dnotua,virus,appad,avpass,infosteal,smsreg,hiddad,smssend,nineap,airpush,sprovider,smsthief,adware,wroba,mobidash,kalfere,cimsci,androrat
2016-11	193	7	93	107	5	duad,mobextra,hiddenads,roversa	benign,yeahmobi,smsreg,smssend,ztorg,execdownload,clicks,secapk,triada,roversa,batmobi,adware,systemmonitor,dianle,spyware,mobextra,avpass,apptrack,ewind,dowgin,hiddenads,fakeapp,kuguo,sprovider,vnapstore,infosteal,tool,duad,smsthief,gappusin,rootnik,skymobi,youmi,windows,tencentprotect,rooter,packed,smspay,hiddad
2016-12	189	11	60	140	5	zapch,zadmo,hummingbad,hidden,simpatchy	adware,hidden,xynyin,benign,virus,smssend,clicks,rooter,execdownload,tencentprotect,systemmonitor,cynos,skymobi,hiddad,exploit,smsreg,unknown,infosteal,smsthief,triada,linux,dnotua,hypay,ewind,sprovider,spyware,syringe,tool,wapron,gappusin,packed,kyview,ztorg,kingroot,androrat,joynow,smspay,boogr,simpatchy,zapch,umpay,apptrack,gumen,hummingbad,roversa,zadmo
2017-01	181	19	60	140	4	lezok,virut,congur	domob,skymobi,secapk,umpay,apptrack,baiduprotect,ginmaster,execdownload,smsthief,syringe,packed,oimobi,benign,smsreg,ztorg,tekwon,adware,unknown,hiddad,gappusin,dnotua,utchi,roversa,systemmonitor,kuguo,clicks,ewind,wroba,hiddenapp,sprovider,tool,rooter,congur,hiddenads,autoins,duad,cimsci,cyfin,lezok,linux,sms,virut,guerrilla
2017-02	186	14	32	168	2	fadeb,gmobi	benign,skymobi,packed,ginmaster,execdownload,syringe,smsreg,tool,clicks,adware,hiddad,ewind,systemmonitor,apptrack,cyfin,adend,dnotua,sprovider,airpush,youmi,infosteal,fakeinst,gappusin,secapk,smskey,gmobi,smsthief,smsspy,kuguo,dowgin,igexin,commplat,vpsdrop,unknown,fadeb,hypay,ztorg,wapron,blouns
2017-03	191	9	58	142	2	yimeng,xafekopy	packed,skymobi,benign,wapron,qysly,hiddad,hiddenads,adware,triada,dnotua,apptrack,smsreg,execdownload,unknown,clicks,spyware,xafekopy,hiddenapp,tispy,dingwe,smssend,infosteal,fakeapp,smskey,mobidash,smsthief,airpush,smspay,ewind,sprovider,kyview,tekwon,yimeng,gappusin,virus,admogo,ztorg,adwo,exploit,shedun,rooter
2017-04	180	20	122	78	3	subspod,phonespy,ubsod	apptrack,benign,execdownload,sprovider,adware,qysly,hypay,hiddad,subspod,spyware,youmi,systemmonitor,ginmaster,unknown,infosteal,ztorg,mobidash,kuguo,windows,syringe,gappusin,exploit,cimsci,packed,clicks,smsreg,ewind,smsthief,phonespy,fakeinst,smssend,ubsod,xafekopy
2017-05	185	15	116	84	5	ransomkd,soundy,mobby,styricka,silentinstaller	execdownload,hiddad,sprovider,smsspy,hiddenads,packed,adware,spyware,benign,infosteal,ewind,small,smsreg,autoins,unknown,silentinstaller,triada,kyview,ransomware,bips,clicks,wapron,mobidash,ransomkd,apptrack,systemmonitor,mobby,styricka,ramnit,dnotua,windows,soundy,smforw,fakeapp,shedun
2017-06	176	24	118	82	2	inmobi,sandr	sprovider,packed,benign,adware,hiddad,ramnit,smsreg,smsagent,secneo,gappusin,smsspy,unknown,dowgin,youmi,infosteal,triada,kyview,frupi,windows,execdownload,sandr,tekwon,skymobi,pornvideo,kuguo,secapk,syringe,mobidash,rooter,fakeapp,styricka,appad,inmobi,lockscreen
2017-07	183	17	70	130	4	lardlond,masspr,mazarbot	kyview,rootnik,smsreg,masspr,benign,guerrilla,hiddenapp,smsspy,execdownload,smsagent,skymobi,dnotua,smspay,hiddad,adware,spyware,qysly,kuguo,virus,mobidash,exploit,triada,lardlond,infosteal,wapron,tool,cova,youmi,hiddapp,ewind,packed,tencentprotect,syringe,smskey,smforw,mazarbot,rooter
2017-08	189	11	23	177	1	ratker	benign,adware,lardlond,execdownload,ewind,ratker,sprovider,smsreg,smspay,tool,linux,sms,dowgin,packed
2017-09	183	17	73	127	0		execdownload,adware,mobby,packed,benign,sprovider,smsreg,ewind,infosteal,smssend,secneo,gappusin,kyview,triada,shedun,hypay,smspay,hiddad,rootnik,appad,hiddapp,boogr,unknown,lezok,smskey
2017-10	189	11	106	94	0		execdownload,smsreg,adware,lockscreen,cyfin,benign,youmi,guerrilla,dowgin,boogr,ginmaster,shedun,tool,triada,ewind,smsagent,windows
2017-11	184	16	126	74	4	mobtool,spynote,miner,yoga	gappusin,benign,cynos,sprovider,miner,ewind,smsreg,guerrilla,adwo,linux,execdownload,spynote,wapron,infosteal,styricka,unknown,secapk,tencentprotect,rooter,smspay,hiddad,clicks,adware,dnotua,mobtool,fakeapp,yoga
2017-12	179	21	101	99	4	ocikq,loki,egame	benign,hqwar,smsreg,secapk,gappusin,smssend,skymobi,ewind,execdownload,lezok,adware,spyware,spynote,wapron,egame,loki,virus,infosteal,autoins,mobidash,packed,tool,youmi,triada,hiddad,systemmonitor,dnotua,ocikq,styricka
2018-01	184	16	82	118	1	itracker	benign,smspay,adware,smssend,smsreg,faketoken,wapron,packed,execdownload,commplat,autoins,smsspy,tool,hiddad,triada,itracker,lockscreen,clicks,youmi,syringe,styricka,tencentprotect,secapk
2018-02	191	9	112	88	1	hoverwatch	adware,hqwar,benign,smspay,smsreg,smssend,execdownload,syringe,windows,styricka,wapron,youmi,smsbot,infosteal,unknown,dowgin,packed,admogo,domob,rootnik,hiddad,dnotua,triada,hoverwatch,yoga,cynos,smsspy,tencentprotect,secapk,clicks
2018-03	191	9	80	120	0		benign,tool,smsreg,smssend,wapron,execdownload,adware,admogo,gappusin,smspay,hypay,syringe,unknown,autoins,yoga,cyfin,packed,apptrack,hiddad
2018-04	185	15	105	95	1	piom	smsreg,benign,hiddad,adware,packed,secapk,execdownload,wapron,lezok,gappusin,smspay,piom,autoins,dowgin
2018-05	186	14	71	129	3	adlock,qumi,blacklister	adware,smssend,benign,execdownload,smspay,smsreg,qumi,triada,dingwe,infosteal,dnotua,blacklister,adlock,packed,hypay,hiddenads
2018-06	189	11	57	143	6	belesak,robtes,metasploit,xgen	umpay,benign,smforw,mobtes,smssend,fakeinst,infosteal,hqwar,robtes,belesak,unknown,execdownload,clicks,smsreg,ramnit,server,spyware,adware,exploit,packed,dowgin,airpush,wapron,triada,smsbot,smsagent,droidkungfu,cynos,boqx,smsthief,shedun,autoins,piom,xgen,boogr,metasploit,tool,callpay,smsspy
2018-07	193	7	72	128	2	gamclk,elite	benign,youmi,igexin,unknown,adware,svpeng,smsreg,fakeinst,secapk,gamclk,dnotua,wapron,kyview,elite,syringe,smspay,skymobi,execdownload,piom,small,metasploit,dowgin,kuguo,lockscreen,leadbolt,wooboo,hypay
2018-08	188	12	179	21	1	jswebinject	smsreg,benign,hiddad,adware,jswebinject,infosteal,guerrilla,execdownload,dnotua,dowgin,secneo,youmi
2018-09	181	19	77	123	2	mixi	smspay,dnotua,smsreg,smsspy,benign,guerrilla,execdownload,packed,mixi,hiddad,virus,wapron,unknown,ewind,tool,vpsdrop,adware,gamclk,piom,cyfin,kyview,hiddapp
2018-10	194	6	58	142	0		smspay,dnotua,virus,benign,smsspy,execdownload,packed,umpay,tool,unknown,mixi,gamclk,wapron,smsreg,piom
2018-11	183	17	126	74	2	feiwo,xiny	benign,dowgin,adware,styricka,dnotua,smsreg,virus,unknown,gamclk,wapron,gappusin,youmi,infosteal,piom,cyfin,xiny,fakeapp,kyview,feiwo,execdownload,clicks,packed,hiddad,triada
