date	TPR	TNR	FPR	FNR	ACC	PREC	F1
2014-12	0.7039	0.9955	0.0045	0.2961	0.9665	0.9455	0.8070
2015-01	0.7448	0.9964	0.0036	0.2552	0.9720	0.9570	0.8376
2015-02	0.8423	0.9949	0.0051	0.1577	0.9800	0.9464	0.8913
2015-03	0.8068	0.9973	0.0027	0.1932	0.9791	0.9694	0.8806
2015-04	0.8480	0.9944	0.0056	0.1520	0.9806	0.9406	0.8919
2015-05	0.8311	0.9969	0.0031	0.1689	0.9820	0.9634	0.8924
2015-06	0.8403	0.9973	0.0027	0.1597	0.9828	0.9697	0.9004
2015-07	0.7778	0.9956	0.0044	0.2222	0.9741	0.9513	0.8558
2015-08	0.7647	0.9968	0.0032	0.2353	0.9740	0.9630	0.8525
2015-09	0.5830	0.9946	0.0054	0.4170	0.9546	0.9213	0.7141
2015-10	0.6568	0.9947	0.0053	0.3432	0.9623	0.9286	0.7694
2015-11	0.2848	0.9964	0.0036	0.7152	0.9266	0.8968	0.4323
2015-12	0.8358	0.9955	0.0045	0.1642	0.9801	0.9526	0.8904
2016-01	0.8165	0.9976	0.0024	0.1835	0.9815	0.9700	0.8867
2016-02	0.8733	0.9942	0.0058	0.1267	0.9835	0.9358	0.9035
2016-03	0.8499	0.9942	0.0058	0.1501	0.9810	0.9367	0.8912
2016-04	0.7755	0.9927	0.0073	0.2245	0.9736	0.9103	0.8375
2016-05	0.7400	0.9958	0.0042	0.2600	0.9712	0.9489	0.8316
2016-06	0.8821	0.9933	0.0067	0.1179	0.9823	0.9353	0.9079
2016-07	0.8254	0.9931	0.0069	0.1746	0.9769	0.9276	0.8735
2016-08	0.8692	0.9933	0.0067	0.1308	0.9809	0.9351	0.9009
2016-09	0.8053	0.9958	0.0042	0.1947	0.9768	0.9543	0.8735
2016-10	0.9024	0.9935	0.0065	0.0976	0.9845	0.9387	0.9202
2016-11	0.6727	0.9957	0.0043	0.3273	0.9636	0.9447	0.7858
2016-12	0.7590	0.9965	0.0035	0.2410	0.9733	0.9588	0.8473
2017-01	0.8562	0.9903	0.0097	0.1437	0.9777	0.9013	0.8782
2017-02	0.8478	0.9944	0.0056	0.1522	0.9801	0.9426	0.8927
2017-03	0.7620	0.9930	0.0070	0.2380	0.9716	0.9167	0.8322
2017-04	0.6710	0.9891	0.0109	0.3290	0.9633	0.8455	0.7482
2017-05	0.7475	0.9974	0.0026	0.2525	0.9779	0.9610	0.8409
2017-06	0.5752	0.9977	0.0023	0.4248	0.9635	0.9559	0.7182
2017-07	0.7968	0.9911	0.0089	0.2032	0.9717	0.9085	0.8490
2017-08	0.9291	0.9907	0.0093	0.0709	0.9846	0.9167	0.9228
2017-09	0.9045	0.9894	0.0106	0.0955	0.9819	0.8931	0.8987
2017-10	0.8145	0.9967	0.0033	0.1855	0.9828	0.9524	0.8780
2017-11	0.7826	0.9888	0.0112	0.2174	0.9696	0.8780	0.8276
2017-12	0.9360	0.9787	0.0213	0.0640	0.9750	0.8069	0.8667
2018-01	0.8431	0.9935	0.0065	0.1569	0.9809	0.9214	0.8805
2018-02	0.8000	0.9951	0.0049	0.2000	0.9793	0.9355	0.8625
2018-03	0.8394	0.9953	0.0047	0.1606	0.9864	0.9163	0.8762
2018-04	0.8754	0.9914	0.0086	0.1246	0.9804	0.9145	0.8945
2018-05	0.8926	0.9928	0.0072	0.1074	0.9831	0.9310	0.9114
2018-06	0.7845	0.9973	0.0027	0.2155	0.9769	0.9690	0.8671
2018-07	0.8176	0.9962	0.0038	0.1824	0.9787	0.9591	0.8827
2018-08	0.8763	0.9926	0.0074	0.1237	0.9813	0.9273	0.9011
2018-09	0.7096	0.9918	0.0082	0.2904	0.9657	0.8978	0.7927
2018-10	0.6308	0.9956	0.0044	0.3692	0.9595	0.9396	0.7549
2018-11	0.7143	0.9937	0.0063	0.2857	0.9668	0.9234	0.8055
2018-12	0.7306	0.9980	0.0020	0.2694	0.9748	0.9724	0.8343
