date	TPR	TNR	FPR	FNR	ACC	PREC	F1
2016-03	0.8631	0.9956	0.0044	0.1369	0.9834	0.9513	0.9051
2016-04	0.6042	0.9944	0.0056	0.3958	0.9602	0.9126	0.7270
2016-05	0.8407	0.9953	0.0047	0.1593	0.9805	0.9502	0.8921
2016-06	0.7520	0.9938	0.0062	0.2480	0.9698	0.9296	0.8315
2016-07	0.7879	0.9944	0.0056	0.2121	0.9744	0.9381	0.8565
2016-08	0.8068	0.9935	0.0065	0.1932	0.9749	0.9326	0.8652
2016-09	0.7647	0.9955	0.0045	0.2353	0.9726	0.9496	0.8472
2016-10	0.8841	0.9944	0.0056	0.1159	0.9835	0.9457	0.9139
2016-11	0.6455	0.9957	0.0043	0.3545	0.9609	0.9425	0.7662
2016-12	0.7199	0.9958	0.0042	0.2801	0.9689	0.9485	0.8185
2017-01	0.8406	0.9945	0.0055	0.1594	0.9801	0.9406	0.8878
2017-02	0.8315	0.9950	0.0050	0.1685	0.9790	0.9474	0.8857
2017-03	0.7560	0.9905	0.0095	0.2440	0.9689	0.8901	0.8176
2017-04	0.6129	0.9960	0.0040	0.3871	0.9648	0.9314	0.7393
2017-05	0.6465	0.9966	0.0034	0.3535	0.9692	0.9412	0.7665
2017-06	0.5752	0.9961	0.0039	0.4248	0.9621	0.9286	0.7104
2017-07	0.8128	0.9935	0.0065	0.1872	0.9754	0.9325	0.8686
2017-08	0.9358	0.9963	0.0037	0.0642	0.9903	0.9652	0.9503
2017-09	0.9172	0.9907	0.0093	0.0828	0.9841	0.9057	0.9114
2017-10	0.8190	0.9955	0.0045	0.1810	0.9822	0.9378	0.8744
2017-11	0.8043	0.9888	0.0112	0.1957	0.9716	0.8810	0.8409
2017-12	0.9520	0.9901	0.0099	0.0480	0.9868	0.9015	0.9261
2018-01	0.8693	0.9917	0.0083	0.1307	0.9815	0.9048	0.8867
2018-02	0.8414	0.9970	0.0030	0.1586	0.9844	0.9606	0.8971
2018-03	0.8431	0.9969	0.0031	0.1569	0.9880	0.9429	0.8902
2018-04	0.8790	0.9937	0.0063	0.1210	0.9828	0.9356	0.9064
2018-05	0.8554	0.9951	0.0049	0.1446	0.9814	0.9495	0.9000
2018-06	0.7866	0.9969	0.0031	0.2134	0.9767	0.9641	0.8664
2018-07	0.8094	0.9967	0.0033	0.1906	0.9783	0.9634	0.8797
2018-08	0.7835	0.9970	0.0030	0.2165	0.9762	0.9661	0.8653
2018-09	0.6965	0.9940	0.0060	0.3035	0.9665	0.9220	0.7935
2018-10	0.4746	0.9960	0.0040	0.5254	0.9445	0.9286	0.6282
2018-11	0.7073	0.9944	0.0056	0.2927	0.9668	0.9312	0.8040
2018-12	0.6736	0.9975	0.0025	0.3264	0.9694	0.9630	0.7927
